Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError
weather,5,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5491803278688525,0.5686540023263097,109.83606557377051,109.35488823170942,2.122856747785533,2.4621967506168057,-0.3393400028312725,1.0614283738927666,1.2310983753084028,-0.16967000141563626,-0.2854828529126717,-0.14274142645633586,-13.448050755684498,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.0,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.0,0.5,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,5,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5,0.5095829849957231,100.00000000000001,97.9952486767364,2.122856747785533,2.0569402721305474,0.0659164756549857,1.0614283738927666,1.0284701360652737,0.03295823782749285,-1.1102230246251565E-15,-5.551115123125783E-16,-5.229853713790581E-14,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,5,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.4015151515151515,0.4015151515151515,100.37878787878786,100.37878787878786,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,-0.005454430092107776,-0.005454430092107776,-0.7401200456690045,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,5,6,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.303030303030303,0.30303030303030304,75.75757575757574,75.75757575757575,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.21613343086476566,0.21613343086476566,29.327479135480722,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,5,7,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.5,0.5,125.0,125.0,0.7369655941662062,1.0,-0.2630344058337938,0.7369655941662062,1.0,-0.2630344058337938,-0.3219280948873622,-0.3219280948873622,-43.68292053736751,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,5,8,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.303030303030303,0.30303030303030304,75.75757575757574,75.75757575757575,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.21613343086476566,0.21613343086476566,29.327479135480722,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,5,9,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.4015151515151515,0.4015151515151515,100.37878787878786,100.37878787878786,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,-0.005454430092107776,-0.005454430092107776,-0.7401200456690045,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,5,10,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.696969696969697,0.696969696969697,104.54545454545455,104.54545454545455,1.5849625007211563,1.7224660244710912,-0.1375035237499349,1.5849625007211563,1.7224660244710912,-0.1375035237499349,-0.06413033741971552,-0.06413033741971552,-4.046173798467553,NaN,0.0,1.0,1.0,0.0,0.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,6,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.4508196721311476,0.5135231182844946,90.16393442622953,98.75295517954652,2.122856747785533,2.0521084673096954,0.0707482804758377,1.0614283738927666,1.0260542336548477,0.03537414023791885,0.19052190604942526,0.09526095302471263,8.97478863084704,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,1.0,1.0,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,1.0,1.0,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,6,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5491803278688525,0.5686540023263097,109.83606557377051,109.35488823170942,2.122856747785533,2.4621967506168057,-0.3393400028312725,1.0614283738927666,1.2310983753084028,-0.16967000141563626,-0.2854828529126717,-0.14274142645633586,-13.448050755684498,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.0,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.0,0.5,NaN,0.5,0.001,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,6,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5,0.5373074300515536,100.00000000000001,103.32679224798304,2.122856747785533,2.2426303733591215,-0.1197736255735884,1.0614283738927666,1.1213151866795608,-0.0598868127867942,-4.440892098500626E-16,-2.220446049250313E-16,-2.0919414855162325E-14,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,6,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5,0.5373074300515536,100.00000000000001,103.32679224798304,2.122856747785533,2.2426303733591215,-0.1197736255735884,1.0614283738927666,1.1213151866795608,-0.0598868127867942,-4.440892098500626E-16,-2.220446049250313E-16,-2.0919414855162325E-14,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,6,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.4015151515151515,0.4015151515151515,100.37878787878786,100.37878787878786,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,-0.005454430092107776,-0.005454430092107776,-0.7401200456690045,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,6,6,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.5,0.5,125.0,125.0,0.7369655941662062,1.0,-0.2630344058337938,0.7369655941662062,1.0,-0.2630344058337938,-0.3219280948873622,-0.3219280948873622,-43.68292053736751,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,6,7,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.303030303030303,0.30303030303030304,75.75757575757574,75.75757575757575,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.21613343086476566,0.21613343086476566,29.327479135480722,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,6,8,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.303030303030303,0.30303030303030304,75.75757575757574,75.75757575757575,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.21613343086476566,0.21613343086476566,29.327479135480722,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,6,9,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.4015151515151515,0.4015151515151515,100.37878787878786,100.37878787878786,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,-0.005454430092107776,-0.005454430092107776,-0.7401200456690045,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,6,10,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.5984848484848485,0.5984848484848485,89.77272727272727,89.77272727272727,1.5849625007211563,1.3164736647952544,0.2684888359259019,1.5849625007211563,1.3164736647952544,0.2684888359259019,0.2684888359259019,0.2684888359259019,16.939759508741673,NaN,0.0,1.0,1.0,0.0,0.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,7,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5491803278688525,0.5686540023263097,109.83606557377051,109.35488823170942,2.122856747785533,2.4621967506168057,-0.3393400028312725,1.0614283738927666,1.2310983753084028,-0.16967000141563626,-0.2854828529126717,-0.14274142645633586,-13.448050755684498,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.0,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.0,0.5,NaN,0.5,0.001,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,7,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5,0.5373074300515536,100.00000000000001,103.32679224798304,2.122856747785533,2.2426303733591215,-0.1197736255735884,1.0614283738927666,1.1213151866795608,-0.0598868127867942,-4.440892098500626E-16,-2.220446049250313E-16,-2.0919414855162325E-14,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,7,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5,0.5373074300515536,100.00000000000001,103.32679224798304,2.122856747785533,2.2426303733591215,-0.1197736255735884,1.0614283738927666,1.1213151866795608,-0.0598868127867942,-4.440892098500626E-16,-2.220446049250313E-16,-2.0919414855162325E-14,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,7,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.40163934426229514,0.44722861854766366,80.32786885245905,86.00420536078028,2.122856747785533,1.6468519888234374,0.4760047589620957,1.0614283738927666,0.8234259944117187,0.23800237948104785,0.4760047589620959,0.23800237948104794,22.422839386531486,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,1.0,1.0,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,1.0,1.0,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,7,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.4015151515151515,0.4015151515151515,100.37878787878786,100.37878787878786,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,-0.005454430092107776,-0.005454430092107776,-0.7401200456690045,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,7,6,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.303030303030303,0.30303030303030304,75.75757575757574,75.75757575757575,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.7369655941662062,0.5208321633014406,0.21613343086476566,0.21613343086476566,0.21613343086476566,29.327479135480722,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,7,7,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.4015151515151515,0.4015151515151515,100.37878787878786,100.37878787878786,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,0.7369655941662062,0.7406133711813505,-0.0036477770151442934,-0.005454430092107776,-0.005454430092107776,-0.7401200456690045,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,7,8,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.2045454545454545,0.2045454545454545,51.13636363636362,51.13636363636362,0.7369655941662062,0.3301486016923307,0.40681699247387554,0.7369655941662062,0.3301486016923307,0.40681699247387554,0.40681699247387554,0.40681699247387554,55.201626194523136,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,7,9,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.5,0.5,125.0,125.0,0.7369655941662062,1.0,-0.2630344058337938,0.7369655941662062,1.0,-0.2630344058337938,-0.3219280948873622,-0.3219280948873622,-43.68292053736751,1.0,1.0,NaN,0.0,NaN,0.0,0.0,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,7,10,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,13.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.7954545454545454,0.7954545454545455,119.31818181818181,119.31818181818181,1.5849625007211563,2.289506617194985,-0.7045441164738289,1.5849625007211563,2.289506617194985,-0.7045441164738289,-0.2548138990288252,-0.2548138990288252,-16.07696705208389,NaN,0.0,1.0,1.0,0.0,0.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,2364.0,1536.0,100.0,100.0,?,?,?,?,?
weather,8,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.45081967213114754,0.47434873102394387,90.16393442622952,91.2195328825115,2.122856747785533,1.837373894872863,0.28548285291267006,1.0614283738927666,0.9186869474364315,0.14274142645633503,0.28548285291267017,0.14274142645633509,13.448050755684424,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,1.0,1.0,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,1.0,1.0,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,8,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5491803278688525,0.5686540023263097,109.83606557377051,109.35488823170942,2.122856747785533,2.4621967506168057,-0.3393400028312725,1.0614283738927666,1.2310983753084028,-0.16967000141563626,-0.2854828529126717,-0.14274142645633586,-13.448050755684498,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.0,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.0,0.5,NaN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
weather,8,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02203281558E7,12.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.5,0.5373074300515536,100.00000000000001,103.32679224798304,2.122856747785533,2.2426303733591215,-0.1197736255735884,1.0614283738927666,1.1213151866795608,-0.0598868127867942,-4.440892098500626E-16,-2.220446049250313E-16,-2.0919414855162325E-14,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.001,0.0,0.0,0.0,0.0,0.0,3972.0,2295.0,1605.0,100.0,100.0,?,?,?,?,?
